X (m),Y (m),Z (m),RX_sim,delta
65.348,-62.637,2029,-89.63,19.83
68.481,-62.797,2029,-104.4,35.9
71.714,-62.959,2029,-112.27,44.67
74.949,-63.01,2029,-120.0,53.2
78.083,-63.06,2029,-112.06,45.66
81.318,-63.111,2029,-106.05,41.35
84.454,-63.049,2029,-102.9,36.7
87.49,-62.875,2029,-100.05,34.35
90.013,-63.248,2029,-99.39,27.79
91.707,-64.826,2029,-101.8,27.9
92.669,-67.943,2029,-110.05,37.05
92.613,-71.488,2029,-118.68,46.18
91.647,-75.019,2029,-106.97,39.97
89.89,-77.429,2029,-105.08,38.18
87.049,-78.049,2029,-91.13,19.63
83.317,-77.436,2029,-89.67,20.67
79.796,-76.272,2029,-89.13,20.83
76.171,-75.329,2029,-88.34,20.04
72.739,-74.942,2029,-86.44,15.84
69.303,-74.777,2029,-95.45,24.65
65.869,-74.502,2029,-94.26,22.06
62.533,-74.449,2029,-93.24,19.64
59.197,-74.396,2029,-80.79,4.39
55.861,-74.344,2029,-80.32,4.72
52.629,-74.071,2029,-79.72,3.62
49.295,-73.908,2029,-79.76,3.66
46.06,-73.857,2029,-79.7,2.4
42.823,-73.917,2029,-79.61,2.81
39.584,-74.087,2029,-79.62,3.82
36.248,-74.035,2029,-79.4,4.3
29.879,-73.934,2029,-78.49,0.09
26.644,-73.883,2029,-79.19,0.89
23.511,-73.723,2029,-79.15,1.15
20.276,-73.672,2029,-79.37,2.97
17.043,-73.51,2029,-79.54,4.34
13.81,-73.349,2029,-79.31,2.71
10.575,-73.298,2029,-84.04,6.64
7.338,-73.357,2029,-80.71,3.91
4.103,-73.306,2029,-80.39,0.69
0.868,-73.255,2029,-84.13,5.23
-2.266,-73.206,2029,-84.26,5.76
-5.502,-73.155,2029,-84.55,7.35
-8.737,-73.104,2029,-83.28,6.78
-11.972,-73.053,2029,-85.28,6.78
-15.106,-73.004,2029,-84.85,6.35
-18.24,-72.954,2029,-86.12,12.12
-21.475,-72.903,2029,-86.85,10.85
-24.607,-72.743,2029,-87.77,15.47
-27.84,-72.581,2029,-88.97,17.67
-31.076,-72.53,2029,-89.76,17.76
-34.412,-72.478,2029,-91.16,16.66
-37.546,-72.428,2029,-93.24,18.24
-40.68,-72.379,2029,-95.18,19.68
-43.814,-72.329,2029,-94.59,19.59
-47.051,-72.389,2029,-77.34,0.44
-50.186,-72.45,2029,-78.59,1.49
-53.421,-72.399,2029,-80.17,2.67
-56.454,-72.352,2029,-82.17,5.87
-59.588,-72.302,2029,-92.9,13.8
-62.722,-72.253,2029,-94.78,13.68
-65.959,-72.313,2029,-101.11,17.41
-72.227,-72.214,2029,-109.02,22.12
-75.462,-72.163,2029,-108.79,24.59
-100.944,-72.093,2029,-65.75,-18.05
-104.078,-72.044,2029,-65.6,-21.2
-107.212,-71.994,2029,-64.86,-23.04
-114.086,-71.886,2029,-86.93,2.53
-114.592,-71.878,2029,-85.87,1.57
-114.895,-71.873,2029,-85.87,0.77
-114.794,-71.875,2029,-85.87,-0.43
111.472,53.645,2029,-68.15,-11.55
111.456,52.648,2029,-68.05,-11.65
111.615,49.876,2029,-67.84,-11.86
111.761,46.328,2029,-67.38,-15.32
111.808,42.892,2029,-67.55,-14.85
111.758,39.679,2029,-67.19,-15.21
111.606,36.468,2029,-67.22,-15.18
111.454,33.258,2029,-66.71,-18.99
111.304,30.157,2029,-66.81,-20.09
111.154,27.057,2029,-66.95,-19.45
111.107,24.066,2029,-66.79,-18.41
111.06,21.075,2029,-67.01,-16.69
111.112,17.972,2029,-64.83,-18.87
111.166,14.979,2029,-64.92,-18.78
111.222,12.098,2029,-66.05,-16.95
110.87,9.001,2029,-67.65,-15.25
110.317,6.018,2029,-64.84,-12.96
108.912,0.278,2029,-65.71,-2.69
108.562,-2.708,2029,-68.89,1.79
108.514,-5.699,2029,-69.35,2.05
108.467,-8.69,2029,-69.64,2.84
108.216,-11.789,2029,-70.16,4.86
107.866,-14.775,2029,-68.46,3.66
107.716,-17.875,2029,-68.61,3.31
107.568,-20.865,2029,-68.71,3.41
107.519,-23.966,2029,-69.08,5.38
107.269,-26.954,2029,-69.21,6.31
107.018,-30.053,2029,-75.26,12.56
106.668,-33.039,2029,-76.45,13.65
106.216,-36.023,2029,-77.4,14.6
105.664,-39.006,2029,-78.84,15.74
105.212,-41.991,2029,-80.06,16.66
104.66,-44.974,2029,-81.58,17.98
104.309,-47.96,2029,-83.22,19.72
103.961,-50.836,2029,-85.15,22.15
103.711,-53.823,2029,-87.17,25.27
103.462,-56.811,2029,-89.62,28.12
103.113,-59.687,2029,-92.24,30.74
102.969,-62.455,2029,-95.05,33.35
102.923,-65.335,2029,-83.25,20.85
103.08,-68.218,2029,-103.45,40.05
103.439,-71.105,2029,-86.35,22.15
103.798,-73.991,2029,-81.71,16.01
104.462,-76.772,2029,-81.78,8.98
105.429,-79.557,2029,-80.64,5.14
107.005,-82.241,2029,-80.71,11.51
109.499,-84.386,2029,-86.79,12.89
112.614,-85.654,2029,-120.0,52.0
115.846,-85.926,2029,-120.0,49.4
117.984,-84.963,2029,-120.0,51.1
118.528,-82.534,2029,-120.0,48.9
117.472,-78.971,2029,-105.91,35.41
116.311,-75.629,2029,-115.4,42.3
115.858,-72.298,2029,-100.89,28.79
116.115,-68.867,2029,-98.55,29.15
116.268,-65.545,2029,-97.28,30.08
116.521,-62.336,2029,-93.72,26.42
116.671,-59.235,2029,-91.29,23.79
116.72,-56.134,2029,-88.92,20.82
116.87,-53.034,2029,-87.08,18.48
117.018,-50.044,2029,-85.15,16.35
117.265,-47.167,2029,-83.54,14.44
117.414,-44.178,2029,-81.94,12.64
117.56,-41.299,2029,-74.2,4.7
117.808,-38.422,2029,-71.85,2.25
117.954,-35.544,2029,-71.78,2.58
118.202,-32.667,2029,-71.65,3.05
118.451,-29.679,2029,-71.43,2.53
118.8,-26.803,2029,-75.58,6.18
119.047,-23.926,2029,-74.26,3.56
119.194,-21.048,2029,-73.98,3.28
119.237,-18.278,2029,-73.12,0.62
119.283,-15.398,2029,-72.36,-0.14
119.532,-12.41,2029,-71.51,-0.99
119.679,-9.532,2029,-70.91,-1.29
119.926,-6.655,2029,-70.5,-2.9
120.073,-3.776,2029,-70.16,-2.14
120.12,-0.785,2029,-69.86,-3.84
120.064,2.097,2029,-69.48,-6.52
120.111,5.088,2029,-69.13,-9.87
120.259,8.077,2029,-68.94,-10.66
120.608,10.952,2029,-68.48,-10.62
120.756,13.942,2029,-64.65,-16.85
121.004,16.819,2029,-68.33,-14.67
121.051,19.81,2029,-68.18,-14.62
121.098,22.801,2029,-67.2,-17.1
121.145,25.792,2029,-67.83,-18.17
121.44,31.66,2029,-68.0,-20.1
121.689,34.647,2029,-67.91,-14.49
121.937,37.525,2029,-67.95,-47.45
122.186,40.512,2029,-68.05,-50.75
122.535,43.388,2029,-68.29,-30.21
122.683,46.377,2029,-68.69,-6.91
122.528,49.371,2029,-68.72,-9.08
122.467,51.921,2029,-68.87,-47.33
123.204,53.793,2029,-69.2,-17.8
125.449,55.087,2029,-69.53,-32.47
128.993,55.364,2029,-69.94,-13.06
132.624,54.752,2029,-70.4,-12.6
135.636,53.375,2029,-70.59,-12.21
137.42,51.131,2029,-70.53,-25.37
137.37,47.919,2029,-70.18,-43.92
134.83,34.33,2029,-69.41,-17.89
134.024,21.711,2029,-69.64,-17.16
133.874,18.61,2029,-69.76,-14.84
133.726,15.621,2029,-69.45,-15.05
133.679,12.63,2029,-69.83,-13.27
133.632,9.639,2029,-69.63,-10.77
133.585,6.648,2029,-69.31,-9.29
133.538,3.657,2029,-70.59,-6.91
133.39,0.668,2029,-71.13,-1.57
133.344,-2.212,2029,-71.45,4.85
133.398,-5.205,2029,-71.75,5.45
133.452,-8.197,2029,-72.55,6.35
133.405,-11.188,2029,-72.9,8.2
133.257,-14.178,2029,-73.57,10.47
133.109,-17.167,2029,-74.53,12.33
133.061,-20.158,2029,-75.22,13.32
133.115,-23.151,2029,-76.13,13.63
133.169,-26.143,2029,-76.93,13.83
133.223,-29.136,2029,-77.64,13.94
133.277,-32.128,2029,-78.43,12.23
133.23,-35.119,2029,-79.56,9.56
133.185,-38.0,2029,-80.46,10.46
133.038,-40.878,2029,-81.62,11.62
132.991,-43.869,2029,-81.72,12.82
132.944,-46.86,2029,-80.21,11.31
132.998,-49.853,2029,-81.74,11.94
133.155,-52.736,2029,-87.27,27.27
133.109,-55.616,2029,-89.62,30.42
133.062,-58.607,2029,-79.3,20.4
133.116,-61.6,2029,-88.47,29.67
133.224,-67.585,2029,-97.31,38.31
133.278,-70.578,2029,-93.75,34.45
133.332,-73.57,2029,-107.98,48.18
133.285,-76.561,2029,-114.37,54.37
133.038,-79.438,2029,-120.0,60.2
132.586,-82.423,2029,-120.0,55.5
132.65,-84.751,2029,-120.0,47.8
133.836,-86.542,2029,-120.0,46.7
136.752,-87.585,2029,-106.84,33.54
140.492,-87.644,2029,-120.0,46.7
144.045,-86.814,2029,-120.0,47.7
147.857,-82.331,2029,-120.0,53.2
147.407,-78.778,2029,-120.0,48.2
146.353,-75.105,2029,-113.77,46.27
145.495,-71.767,2029,-106.27,38.87
145.447,-68.442,2029,-101.68,35.18
145.701,-65.122,2029,-96.72,30.22
145.954,-61.913,2029,-94.29,27.49
146.104,-58.813,2029,-91.86,25.06
146.151,-55.822,2029,-90.18,23.48
146.198,-52.831,2029,-88.91,22.01
146.245,-49.84,2029,-86.62,18.52
146.439,-43.97,2029,-84.51,16.41
146.486,-40.979,2029,-67.99,-3.11
146.531,-38.099,2029,-68.84,-2.26
146.578,-35.108,2029,-81.11,10.91
146.725,-32.23,2029,-80.31,9.61
146.77,-29.349,2029,-79.16,8.46
146.817,-26.358,2029,-78.17,8.17
146.863,-23.478,2029,-77.59,7.79
146.908,-20.598,2029,-77.17,8.07
146.952,-17.829,2029,-76.3,6.2
147.1,-14.839,2029,-73.74,2.84
147.044,-11.957,2029,-73.39,1.09
147.09,-9.077,2029,-74.3,2.3
147.238,-6.088,2029,-73.67,0.97
147.384,-3.209,2029,-73.24,1.44
147.533,-0.22,2029,-72.86,0.46
147.58,2.771,2029,-58.67,-15.63
147.627,5.762,2029,-58.17,-19.23
147.674,8.753,2029,-71.58,-9.52
147.719,11.633,2029,-71.19,-14.01
147.766,14.624,2029,-71.23,-17.77
147.963,20.715,2029,-70.6,-34.6
148.154,32.79,2029,-71.06,-12.24
148.201,35.781,2029,-70.86,-16.84
148.147,38.774,2029,-70.79,-15.71
148.192,41.654,2029,-64.97,-25.63
148.14,44.757,2029,-64.37,-25.63
147.983,47.641,2029,-63.72,-30.78
147.727,50.636,2029,-68.66,-25.84
147.764,52.963,2029,-71.47,-11.13
148.803,54.719,2029,-72.46,-10.14
151.55,55.784,2029,-71.93,-12.47
155.191,55.837,2029,-64.08,-20.32
158.616,55.008,2029,-64.23,-41.87
162.494,50.847,2029,-72.33,-19.27
158.85,12.123,2029,-72.78,-14.52
158.803,9.132,2029,-72.64,-11.76
158.756,6.141,2029,-58.42,-25.98
158.662,0.159,2029,-59.28,-18.22
158.615,-2.832,2029,-59.53,-18.87
158.669,-5.825,2029,-59.78,-13.12
158.52,-8.814,2029,-72.52,5.72
158.473,-11.805,2029,-76.02,9.02
158.426,-14.796,2029,-76.53,10.33
158.379,-17.787,2029,-73.95,8.45
158.332,-20.778,2029,-78.37,13.07
158.285,-23.769,2029,-76.58,11.08
158.238,-26.76,2029,-79.9,14.3
158.393,-29.754,2029,-80.95,15.55
158.447,-32.747,2029,-81.46,16.76
158.503,-35.628,2029,-82.71,18.51
158.557,-38.621,2029,-83.99,20.59
158.511,-41.501,2029,-85.13,22.43
158.567,-44.383,2029,-85.93,23.53
158.621,-47.376,2029,-87.61,25.51
158.677,-50.257,2029,-88.86,26.86
158.629,-53.248,2029,-90.83,29.03
158.584,-56.128,2029,-89.73,28.03
158.436,-59.118,2029,-93.86,31.86
158.288,-62.107,2029,-97.58,35.68
158.241,-65.098,2029,-97.22,35.32
158.195,-67.978,2029,-98.16,37.06
158.047,-70.968,2029,-108.78,47.68
157.9,-73.846,2029,-117.27,55.97
157.752,-76.836,2029,-110.15,43.65
157.405,-79.6,2029,-112.6,42.7
157.259,-82.479,2029,-113.02,34.72
159.223,-86.166,2029,-109.37,36.87
162.446,-86.993,2029,-88.7,17.3
166.291,-86.832,2029,-94.14,25.24
170.049,-85.783,2029,-93.87,23.77
172.709,-83.83,2029,-106.03,37.43
173.666,-80.854,2029,-106.27,33.87
173.119,-77.078,2029,-89.94,21.44
171.965,-73.292,2029,-118.78,49.98
171.212,-69.735,2029,-116.88,48.58
171.064,-66.297,2029,-106.6,38.3
171.219,-62.865,2029,-97.47,29.47
171.371,-59.654,2029,-98.19,30.09
171.32,-56.44,2029,-94.98,27.18
171.267,-53.447,2029,-92.25,24.25
171.214,-50.344,2029,-91.03,23.03
171.16,-47.351,2029,-89.11,21.01
171.207,-44.36,2029,-81.61,13.71
171.354,-41.482,2029,-80.67,12.07
171.502,-38.492,2029,-85.7,16.2
171.392,-32.618,2029,-83.24,12.64
171.337,-29.736,2029,-78.22,7.32
171.485,-26.747,2029,-81.21,9.91
171.834,-23.872,2029,-77.1,5.1
172.083,-20.884,2029,-79.76,7.56
172.332,-17.896,2029,-74.15,1.75
172.379,-14.905,2029,-78.47,6.27
172.324,-12.023,2029,-60.75,-11.35
172.371,-9.032,2029,-60.48,-12.42
172.517,-6.154,2029,-60.49,-13.81
172.765,-3.277,2029,-59.57,-17.13
172.81,-0.396,2029,-59.61,-18.49
172.855,2.484,2029,-59.43,-21.67
172.8,5.366,2029,-59.08,-21.32
172.845,8.246,2029,-59.32,-23.18
172.892,11.237,2029,-73.66,-24.24
172.938,14.117,2029,-74.14,-10.36
173.25,53.226,2029,-73.34,-10.76
176.332,56.28,2029,-74.37,-15.43
179.675,56.67,2029,-73.78,-12.22
183.124,12.405,2029,-75.08,-8.62
182.97,9.084,2029,-65.12,-17.68
182.92,5.871,2029,-59.63,-20.97
182.869,2.658,2029,-59.52,-18.18
182.669,-3.654,2029,-59.98,-14.62
182.62,-6.756,2029,-60.68,-15.02
182.569,-9.969,2029,-60.77,-13.83
182.52,-13.07,2029,-60.79,-14.81
182.47,-16.283,2029,-61.23,-13.37
182.52,-19.497,2029,-61.53,-12.17
182.572,-22.6,2029,-75.41,0.71
182.623,-25.814,2029,-83.35,10.25
182.675,-28.918,2029,-78.69,15.19
182.727,-32.021,2029,-85.06,22.16
182.677,-35.234,2029,-86.41,23.61
182.729,-38.337,2029,-87.25,24.65
182.577,-41.548,2029,-88.54,26.54
182.528,-44.65,2029,-90.26,28.16
182.581,-47.753,2029,-91.9,29.4
182.534,-50.744,2029,-93.51,31.01
182.485,-53.846,2029,-93.58,30.88
182.335,-56.946,2029,-99.05,35.95
182.085,-59.934,2029,-97.39,34.99
182.037,-63.035,2029,-96.8,33.8
181.888,-66.025,2029,-117.22,54.02
181.84,-69.126,2029,-119.35,55.85
181.792,-72.117,2029,-110.8,47.2
181.541,-75.216,2029,-106.51,42.61
181.294,-78.093,2029,-105.03,41.33
180.943,-81.079,2029,-103.75,39.05
181.414,-83.303,2029,-103.15,22.25
183.105,-85.102,2029,-102.65,27.45
186.326,-86.039,2029,-102.07,29.77
190.068,-85.988,2029,-93.73,20.23
193.626,-84.825,2029,-95.92,19.42
195.885,-82.644,2029,-95.38,22.38
196.538,-79.663,2029,-95.19,20.49
195.989,-75.998,2029,-95.48,24.98
195.237,-72.44,2029,-103.23,32.63
194.888,-68.889,2029,-106.22,36.12
194.74,-65.452,2029,-113.15,42.95
194.794,-62.017,2029,-95.71,26.01
194.743,-58.803,2029,-108.82,39.22
194.796,-55.48,2029,-102.28,32.68
194.745,-52.266,2029,-98.47,29.37
194.796,-49.053,2029,-96.22,26.82
194.845,-45.952,2029,-94.08,24.68
194.894,-42.85,2029,-91.97,22.57
194.843,-39.636,2029,-90.14,20.14
194.791,-36.532,2029,-88.76,18.86
194.842,-33.32,2029,-87.66,17.16
194.991,-30.22,2029,-86.47,15.07
195.143,-27.009,2029,-85.3,12.8
195.192,-23.907,2029,-61.89,-11.51
195.342,-20.807,2029,-61.89,-12.11
195.492,-17.707,2029,-61.59,-12.11
195.644,-14.496,2029,-61.25,-12.15
195.794,-11.396,2029,-61.0,-12.7
195.741,-8.292,2029,-60.75,-12.15
195.689,-5.189,2029,-61.24,-13.16
195.787,1.015,2029,-60.24,-16.96
195.937,4.115,2029,-60.06,-19.84
196.087,7.215,2029,-60.06,-21.54
196.237,10.315,2029,-77.41,-5.09
196.284,13.306,2029,-76.24,-14.76
196.434,16.406,2029,-76.29,-31.71
196.567,50.532,2029,-77.21,-5.69
196.511,53.414,2029,-77.96,-17.64
11.001,184.648,2029,-82.82,-0.78
7.966,184.585,2029,-80.94,-0.66
4.832,184.635,2029,-80.91,-1.59
1.595,184.575,2029,-81.05,-0.35
-1.542,184.403,2029,-81.2,-0.4
-4.575,184.451,2029,-81.42,0.82
-7.711,184.389,2029,-81.59,1.99
-10.846,184.328,2029,-81.91,2.11
-13.984,184.156,2029,-81.78,1.98
-17.017,184.204,2029,-82.2,4.9
-23.286,184.192,2029,-83.99,8.19
-26.521,184.243,2029,-83.87,7.37
-29.657,184.181,2029,-85.15,8.85
-32.693,184.008,2029,-85.27,9.27
-35.728,183.945,2029,-84.07,9.07
-38.864,183.883,2029,-86.3,10.7
-41.896,183.931,2029,-86.76,12.36
-44.931,183.868,2029,-87.25,13.45
-47.966,183.805,2029,-87.9,12.5
-51.0,183.742,2029,-88.72,13.52
-54.035,183.679,2029,-89.73,14.83
-57.17,183.618,2029,-90.47,14.17
-63.241,183.381,2029,-92.37,17.37
-66.377,183.32,2029,-93.04,18.04
-69.412,183.257,2029,-94.08,19.88
-72.448,183.083,2029,-95.2,20.7
-75.481,183.131,2029,-96.29,20.09
-78.515,183.068,2029,-97.78,20.38
-81.55,183.005,2029,-99.12,22.62
-84.684,183.055,2029,-100.47,22.77
-87.912,183.549,2029,-102.04,20.04
-91.032,184.484,2029,-103.94,24.24
-93.85,185.305,2029,-105.29,31.69
-96.777,185.683,2029,-88.75,14.05
-99.808,185.842,2029,-89.76,10.96
-102.735,186.22,2029,-90.81,10.51
-105.663,186.488,2029,-89.68,9.98
-107.693,185.966,2029,-93.25,3.35
-109.142,183.884,2029,-93.99,11.09
-109.597,180.678,2029,-94.16,8.06
-109.249,177.126,2029,-93.86,8.56
-107.983,174.004,2029,-92.93,7.33
-106.09,172.201,2029,-91.92,7.72
-103.166,171.712,2029,-90.43,3.53
-99.718,172.322,2029,-88.85,3.25
-96.267,173.154,2029,-87.8,1.1
-92.924,173.545,2029,-104.37,18.27
-89.683,173.826,2029,-102.71,15.91
-80.074,174.007,2029,-97.98,9.58
-76.837,174.067,2029,-96.45,10.75
-73.6,174.126,2029,-95.29,5.49
-70.467,174.077,2029,-93.89,6.79
-67.23,174.137,2029,-92.76,4.76
-64.096,174.087,2029,-92.14,4.14
-60.96,174.149,2029,-91.04,5.14
-57.824,174.21,2029,-89.91,3.01
-54.69,174.16,2029,-88.07,3.27
-51.658,174.113,2029,-87.29,3.09
-48.524,174.063,2029,-86.54,2.44
-45.39,174.014,2029,-85.86,-0.54
-42.357,173.966,2029,-84.94,0.14
-39.322,174.029,2029,-84.33,-0.87
-36.181,174.423,2029,-83.81,-1.59
-33.04,174.816,2029,-85.22,1.82
-30.004,174.99,2029,-84.87,0.37
-26.868,175.051,2029,-83.42,0.12
-23.633,175.0,2029,-82.5,-0.8
-20.499,174.951,2029,-82.6,-0.1
-17.367,174.791,2029,-81.87,-0.93
-14.336,174.632,2029,-81.65,-1.45
-11.204,174.472,2029,-81.49,-3.51
-4.936,174.373,2029,-81.04,-4.06
-1.802,174.324,2029,-80.95,-4.95
1.233,174.387,2029,-80.88,-5.42
4.468,174.336,2029,-83.5,-2.3
7.602,174.286,2029,-83.46,-4.64
10.734,174.126,2029,-83.75,-1.75
13.868,174.077,2029,-83.81,-3.59
16.998,173.806,2029,-84.06,-3.14
20.127,173.424,2029,-84.28,-2.22
66.721,159.171,2029,-98.28,9.98
63.386,159.335,2029,-96.62,-5.48
53.577,159.268,2029,-93.97,6.57
50.443,159.317,2029,-93.18,-9.22
47.309,159.367,2029,-92.44,6.24
44.074,159.418,2029,-91.84,5.44
40.942,159.578,2029,-90.81,3.91
37.708,159.74,2029,-90.19,4.29
34.574,159.789,2029,-89.61,3.51
31.44,159.838,2029,-88.98,3.68
28.306,159.888,2029,-88.47,4.07
25.071,159.939,2029,-88.09,0.79
21.937,159.988,2029,-87.36,2.86
18.803,160.038,2029,-86.82,7.72
15.67,160.087,2029,-86.38,7.18
12.537,160.247,2029,-85.97,9.07
9.403,160.297,2029,-85.83,12.23
6.369,160.234,2029,-85.46,13.26
3.135,160.395,2029,-85.2,13.1
-3.225,161.05,2029,-84.56,12.66
-6.35,161.653,2029,-80.64,9.64
-9.578,162.147,2029,-80.63,11.53
-15.945,162.358,2029,-81.13,12.43
-19.182,162.298,2029,-81.35,12.85
-22.316,162.348,2029,-81.99,13.89
-25.654,162.29,2029,-82.36,13.56
-28.788,162.339,2029,-82.67,12.47
-31.924,162.278,2029,-85.31,14.91
-35.159,162.329,2029,-85.7,15.1
-38.294,162.267,2029,-86.2,13.1
-41.428,162.317,2029,-86.2,11.2
-44.562,162.366,2029,-87.07,11.67
-47.696,162.416,2029,-87.48,12.08
-50.832,162.354,2029,-88.01,11.41
-53.866,162.291,2029,-88.58,11.58
-57.002,162.23,2029,-89.48,9.88
-60.136,162.279,2029,-90.21,15.71
-63.373,162.22,2029,-90.82,14.32
-66.507,162.269,2029,-92.28,16.98
-69.641,162.319,2029,-93.36,19.06
-72.776,162.257,2029,-94.33,19.33
-75.912,162.196,2029,-95.6,20.3
-79.048,162.135,2029,-96.99,21.89
-82.182,162.184,2029,-98.38,22.88
-85.316,162.233,2029,-99.8,21.0
-88.45,162.283,2029,-101.36,25.06
-91.584,162.332,2029,-103.33,27.63
-94.718,162.382,2029,-104.99,26.69
-97.852,162.431,2029,-87.48,9.38
-100.984,162.591,2029,-88.84,9.84
-104.212,163.085,2029,-90.54,4.94
-108.484,161.491,2029,-92.96,11.36
-109.54,158.627,2029,-112.78,35.38
-109.398,154.857,2029,-112.21,30.21
-108.34,151.405,2029,-93.15,9.65
-106.457,148.938,2029,-91.44,9.24
-103.641,148.007,2029,-89.69,5.59
-99.994,148.393,2029,-87.46,-0.24
-96.137,149.329,2029,-85.91,4.31
-92.689,149.94,2029,-100.11,14.51
-89.35,150.109,2029,-101.51,13.51
-79.538,150.286,2029,-96.75,-1.15
-76.301,150.346,2029,-95.31,4.01
-70.131,150.47,2029,-92.99,7.39
-66.995,150.532,2029,-89.7,3.6
-64.062,150.596,2029,-91.26,2.66
-61.025,150.77,2029,-90.2,3.6
-57.994,150.611,2029,-89.29,0.79
-54.961,150.563,2029,-88.61,3.41
-51.929,150.516,2029,-88.1,2.0
-48.894,150.579,2029,-87.59,5.99
-45.76,150.529,2029,-87.05,2.65
-42.626,150.48,2029,-86.66,6.46
-39.592,150.543,2029,-86.26,5.56
-36.458,150.493,2029,-86.1,5.8
-33.423,150.556,2029,-77.23,-0.77
-30.186,150.616,2029,-82.34,4.04
-27.052,150.567,2029,-74.95,-0.15
-23.718,150.403,2029,-75.48,-0.92
-20.485,150.241,2029,-74.93,0.73
-17.351,150.192,2029,-80.82,6.62
-14.316,150.255,2029,-80.97,7.77
-11.084,149.982,2029,-82.5,9.7
-7.95,149.933,2029,-86.17,12.97
-4.717,149.771,2029,-86.3,12.2
-1.58,149.943,2029,-87.26,10.96
1.556,150.005,2029,-87.61,10.91
4.791,149.954,2029,-88.14,11.04
7.927,150.015,2029,-88.49,9.79
11.061,149.966,2029,-89.36,7.96
14.195,149.916,2029,-90.01,7.61
17.33,149.978,2029,-90.71,7.71
20.565,149.927,2029,-91.49,8.19
23.701,149.988,2029,-92.24,9.24
26.835,149.939,2029,-93.12,9.72
29.87,150.001,2029,-93.49,-10.51
87.29,136.132,2029,-85.43,-1.77
83.756,136.52,2029,-85.65,-3.55
80.321,136.685,2029,-85.71,-0.59
76.988,136.959,2029,-85.79,-0.81
73.755,137.121,2029,-104.21,17.51
70.52,137.172,2029,-104.07,17.27
67.184,137.225,2029,-103.49,17.99
63.848,137.277,2029,-106.96,22.06
60.614,137.439,2029,-105.87,23.27
57.381,137.601,2029,-104.78,22.28
54.043,137.543,2029,-104.26,21.56
50.808,137.594,2029,-102.27,19.67
47.573,137.645,2029,-102.02,20.12
44.439,137.694,2029,-101.49,19.99
41.204,137.745,2029,-105.06,25.06
34.837,137.956,2029,-107.54,27.24
31.703,138.006,2029,-108.94,29.54
28.569,138.055,2029,-113.2,33.8
25.536,138.103,2029,-118.04,39.34
22.4,138.042,2029,-108.43,31.53
19.266,138.091,2029,-105.83,28.93
16.134,138.251,2029,-102.95,25.15
13.103,138.41,2029,-93.92,21.32
9.973,138.681,2029,-93.18,21.78
6.844,139.062,2029,-93.47,24.07
3.614,139.446,2029,-91.99,24.59
0.485,139.828,2029,-92.52,26.52
-2.546,139.986,2029,-91.67,27.57
-5.68,140.036,2029,-90.54,26.84
-8.712,140.083,2029,-89.92,27.12
-11.846,140.133,2029,-89.29,25.79
-18.015,140.119,2029,-80.25,15.65
-21.151,140.058,2029,-76.29,11.89
-24.285,140.107,2029,-76.33,11.73
-27.52,140.158,2029,-76.93,12.13
-30.654,140.208,2029,-81.64,17.44
-33.688,140.145,2029,-82.23,17.93
-36.925,140.085,2029,-82.78,16.38
-40.059,140.134,2029,-87.05,20.45
-43.193,140.184,2029,-87.22,20.22
-46.329,140.122,2029,-87.62,18.52
-49.463,140.172,2029,-87.98,18.98
-52.597,140.221,2029,-88.52,18.92
-55.631,140.158,2029,-89.23,17.53
-58.765,140.208,2029,-89.61,17.01
-61.899,140.257,2029,-90.35,16.05
-68.273,140.025,2029,-92.19,17.99
-71.409,139.964,2029,-93.15,18.55
-74.545,139.903,2029,-94.42,18.92
-77.679,139.952,2029,-95.65,19.55
-80.814,139.891,2029,-96.91,20.51
-84.049,139.942,2029,-98.58,19.78
-87.185,139.88,2029,-100.12,19.82
-90.319,139.93,2029,-101.71,25.71
-93.556,139.87,2029,-103.63,27.03
-96.69,139.919,2029,-85.47,9.97
-99.824,139.969,2029,-86.92,10.52
-102.851,140.349,2029,-88.73,5.83
-105.684,140.283,2029,-90.97,13.77
-107.519,139.315,2029,-110.4,33.4
-108.471,136.67,2029,-110.3,34.4
-108.426,133.124,2029,-87.41,8.61
-107.57,129.675,2029,-85.26,4.06
-105.794,126.877,2029,-97.57,18.57
-103.387,125.621,2029,-88.63,9.33
-100.047,125.789,2029,-86.4,4.1
-96.495,126.62,2029,-84.09,1.19
-92.946,127.229,2029,-102.79,20.49
-89.603,127.619,2029,-101.16,20.76
-86.365,127.79,2029,-99.3,15.8
-83.126,127.96,2029,-97.96,13.36
-79.889,128.02,2029,-96.43,15.03
-76.754,128.081,2029,-95.18,14.38
-73.618,128.143,2029,-94.14,11.14
-70.482,128.204,2029,-93.04,11.74
-67.245,128.264,2029,-92.19,10.59
-64.108,128.436,2029,-91.28,8.38
-60.972,128.497,2029,-90.94,9.84
-57.938,128.56,2029,-90.3,10.7
-54.802,128.622,2029,-89.93,10.63
-51.769,128.574,2029,-89.69,10.39
-48.633,128.635,2029,-87.09,10.59
-45.499,128.586,2029,-89.41,14.71
-42.467,128.538,2029,-82.89,9.29
-39.333,128.488,2029,-82.13,10.43
-36.3,128.441,2029,-81.57,9.67
-33.164,128.502,2029,-81.17,9.27
-30.027,128.674,2029,-80.52,6.92
-26.992,128.737,2029,-79.48,5.88
-23.755,128.797,2029,-78.59,8.79
