X (m),Y (m),Z (m),RX_sim,delta
-99.58,-101.035,1973.5,-70.68,-11.32
-99.934,-97.816,1973.5,-70.8,-15.7
-100.39,-94.706,1973.5,-70.46,-14.94
-100.845,-91.486,1973.5,-73.05,-14.65
-101.103,-88.601,1973.5,-72.18,-11.92
-100.958,-85.833,1973.5,-71.8,-11.9
-100.413,-83.293,1973.5,-75.51,-8.79
-99.369,-81.204,1973.5,-72.64,-16.26
-98.023,-79.231,1973.5,-74.38,-11.52
-96.478,-77.482,1973.5,-75.55,-10.45
-94.531,-75.851,1973.5,-79.12,-8.98
-92.382,-74.223,1973.5,-120.0,35.1
-89.93,-72.599,1973.5,-83.44,-0.66
-87.374,-70.867,1973.5,-77.43,-9.87
-84.819,-69.134,1975.5,-76.35,-15.25
-82.265,-67.512,1975.5,-76.67,-14.93
-79.811,-65.778,1975.5,-76.9,-13.4
-77.254,-63.935,1975.5,-75.86,-14.44
-74.798,-62.09,1975.5,-76.37,-24.03
-72.448,-60.576,1975.5,-87.95,-11.75
-70.207,-59.503,1975.5,-81.66,-16.54
-67.569,-58.991,1975.5,-79.4,-22.6
-64.737,-58.924,1975.5,-84.26,-17.44
-61.713,-59.526,1975.5,-80.18,-21.32
-59.001,-60.677,1975.5,-80.19,-23.91
-56.801,-62.263,1975.5,-82.62,-16.58
-54.812,-64.4,1975.5,-84.47,-20.53
-32.771,-122.365,1976.5,-104.93,-15.07
-30.309,-126.504,1976.5,-105.79,-8.41
-29.357,-123.86,1976.5,-92.95,-18.75
75.842,-96.155,1979.5,-108.64,-11.36
77.012,-92.517,1979.5,-120.0,19.3
77.777,-88.872,1979.5,-120.0,15.4
78.133,-85.554,1979.5,-96.43,-10.27
78.731,-79.69,1979.5,-120.0,13.3
78.675,-76.809,1979.5,-120.0,10.7
78.215,-73.921,1979.5,-90.62,-16.28
77.654,-71.031,1980.5,-86.14,-20.46
76.791,-68.025,1980.5,-88.34,-9.56
75.624,-65.126,1980.5,-89.27,-13.93
74.05,-62.331,1979.5,-120.0,16.7
72.063,-60.084,1979.5,-120.0,19.1
69.565,-58.161,1979.5,-120.0,20.1
66.76,-56.455,1979.5,-120.0,16.2
63.952,-54.97,1979.5,-120.0,15.7
60.946,-53.26,1979.5,-120.0,12.4
57.838,-51.549,1979.5,-89.07,-18.53
54.934,-49.731,1979.5,-80.99,-26.61
52.238,-47.583,1979.5,-80.85,-29.55
49.747,-45.217,1979.5,-87.09,-23.31
47.458,-42.854,1979.5,-85.54,-27.06
45.473,-40.496,1981.5,-81.51,-23.99
43.688,-38.251,1981.5,-78.13,-33.27
42.001,-36.23,1981.5,-78.95,-26.25
40.622,-33.882,1981.5,-75.77,-31.23
39.449,-31.315,1981.5,-74.78,-32.62
38.583,-28.531,1981.5,-75.46,-28.84
38.123,-25.643,1981.5,-88.55,-14.85
37.766,-22.645,1981.5,-73.24,-34.06
36.896,-20.083,1981.5,-70.66,-28.34
35.322,-17.288,1981.5,-70.59,-29.21
33.238,-14.818,1981.5,-120.0,13.0
31.041,-13.01,1981.5,-75.04,-30.16
28.427,-12.083,1981.5,-75.65,-26.75
25.598,-11.927,1981.5,-74.34,-29.66
22.861,-12.327,1981.5,-73.0,-35.0
20.024,-12.726,1981.5,-73.8,-28.5
17.088,-12.901,1979.5,-75.57,-32.53
13.958,-12.63,1979.5,-72.38,-35.72
11.139,-11.81,1979.5,-76.12,-32.18
6.946,-8.42,1983.5,-69.74,-31.16
5.666,-6.184,1983.5,-70.68,-34.32
4.286,-3.946,1983.5,-69.43,-42.97
3.007,-1.709,1983.5,-68.55,-33.95
1.628,0.639,1983.5,-67.73,-35.17
0.35,2.986,1983.5,-67.25,-35.95
-0.927,5.333,1983.5,-67.46,-36.14
-2.104,7.679,1983.5,-80.56,-26.54
-3.381,10.026,1983.5,-75.68,-29.42
-4.758,12.485,1983.5,-72.8,-33.5
-6.438,14.949,1983.5,-76.12,-27.68
-8.124,17.081,1983.5,-120.0,15.5
-9.809,19.213,1982.5,-74.83,-33.17
-11.592,21.568,1986.5,-70.58,-35.72
-13.478,23.814,1986.5,-70.66,-35.64
-15.361,26.281,1986.5,-74.27,-31.83
-17.241,28.859,1986.5,-73.55,-31.15
-19.223,31.439,1986.5,-66.4,-39.3
-21.004,33.905,1986.5,-67.92,-39.18
-22.789,36.149,1986.5,-68.6,-37.0
-24.478,38.059,1986.5,-66.39,-38.51
-26.064,40.079,1986.5,-72.74,-31.06
-27.551,41.986,1986.5,-74.2,-28.5
-30.629,45.58,1986.5,-71.17,-28.23
-32.116,47.487,1986.5,-70.76,-26.04
-33.402,49.281,1986.5,-71.29,-24.71
-34.788,51.186,1986.5,-72.04,-28.06
-36.074,52.979,1989.5,-70.8,-31.8
-37.461,54.774,1989.5,-71.17,-33.63
-39.736,58.023,1989.5,-70.76,-31.64
-41.024,59.706,1989.5,-72.11,-35.39
-42.613,61.504,1989.5,-73.13,-33.17
-44.203,63.301,1989.5,-70.3,-32.6
-52.193,69.632,1989.5,-85.51,-16.19
-53.894,70.767,1989.5,-82.45,-24.45
-55.384,72.453,1989.5,-83.21,-23.09
-56.77,74.358,1989.5,-85.03,-19.87
-58.053,76.373,1989.5,-86.74,-18.26
-59.332,78.609,1989.5,-82.73,-24.97
-60.615,80.624,1989.5,-82.54,-23.76
-61.898,82.639,1989.5,-84.62,-19.48
-63.384,84.546,1990.5,-80.98,-23.02
-64.97,86.565,1988.5,-83.98,-18.02
-66.56,88.363,1988.5,-92.23,-8.77
-68.049,90.16,1988.5,-89.05,-15.25
-69.333,92.064,1988.5,-102.14,-1.96
-70.311,94.184,1988.5,-84.05,-35.95
-70.677,96.628,1988.5,-86.92,-21.98
-70.232,99.169,1988.5,-88.31,-31.69
-69.183,101.59,1988.5,-88.72,-20.78
-67.435,103.447,1988.5,-101.76,-18.24
-62.442,105.806,1990.5,-98.72,-7.98
-49.816,111.368,1990.5,-110.1,-9.9
-47.468,112.772,1990.5,-105.7,-14.3
-42.775,115.357,1993.5,-103.9,-16.1
-40.225,116.757,1993.5,-102.41,-17.59
-37.672,118.379,1993.5,-105.85,-14.15
-33.59,120.752,1996.5,-89.36,-27.54
-32.261,121.618,1996.5,-90.08,-24.22
-20.511,129.3,1996.5,-82.48,-22.62
-18.163,130.703,1996.5,-83.0,-32.0
-15.915,132.219,1996.5,-86.13,-33.87
-13.666,133.735,1996.5,-86.27,-18.43
-11.315,135.36,1996.5,-86.97,-20.93
52.903,187.09,1995.5,-120.0,0.0
195.663,95.865,1989.5,-120.0,21.7
193.807,93.567,1989.5,-120.0,24.2
192.248,90.933,1989.5,-120.0,26.0
190.69,88.298,1989.5,-120.0,0.0
188.935,85.999,1988.5,-98.69,-21.31
186.679,84.04,1988.5,-102.42,-8.68
184.028,82.641,1988.5,-120.0,0.0
181.284,81.798,1988.5,-88.44,-20.26
178.339,80.958,1988.5,-80.19,-39.81
175.294,80.23,1988.5,-87.72,-32.28
172.046,79.505,1988.5,-89.86,-30.14
168.794,78.449,1987.5,-89.2,-30.8
165.444,77.615,1987.5,-87.72,-32.28
40.467,26.842,1984.5,-76.09,-21.61
38.313,24.881,1984.5,-75.63,-21.57
36.46,22.805,1984.5,-76.76,-28.14
34.708,20.727,1984.5,-77.63,-27.77
32.857,18.762,1982.5,-79.27,-26.13
30.807,17.021,1982.5,-81.21,-22.89
28.654,15.172,1982.5,-79.71,-19.09
26.606,13.542,1982.5,-82.51,-20.49
24.152,11.808,1982.5,-83.28,-21.32
21.595,9.964,1982.5,-89.98,-14.02
18.935,8.012,1983.5,-72.29,-40.41
16.273,5.949,1983.5,-66.36,-33.94
13.713,3.884,1983.5,-66.38,-33.02
11.354,1.815,1983.5,-66.19,-36.31
9.202,-0.034,1983.5,-67.23,-52.77
7.148,-1.996,1983.5,-67.31,-36.19
4.995,-3.846,1983.5,-69.34,-35.36
2.743,-5.583,1983.5,-69.02,-35.58
0.495,-7.099,1983.5,-71.19,-29.51
-1.855,-8.614,1983.5,-71.9,-32.7
-4.306,-10.126,1983.5,-72.14,-46.36
-6.859,-11.748,1979.5,-77.77,-34.73
-9.312,-13.371,1981.5,-78.56,-33.94
-11.564,-15.109,1981.5,-79.69,-25.71
-13.917,-16.844,1981.5,-120.0,14.3
-16.373,-18.689,1981.5,-99.21,-20.59
-18.932,-20.644,1981.5,-85.4,-23.9
-21.492,-22.708,1981.5,-81.96,-38.04
-24.154,-24.772,1981.5,-84.99,-35.01
-50.67,-45.407,1975.5,-83.74,-16.36
-53.227,-47.25,1975.5,-83.75,-16.95
-61.2,-52.664,1975.5,-79.94,-14.26
-65.718,-57.025,1975.5,-82.26,-10.74
-67.979,-59.317,1975.5,-82.13,-11.47
-70.543,-61.603,1975.5,-81.26,-15.94
-73.205,-63.666,1975.5,-77.44,-17.16
-75.762,-65.51,1975.5,-76.91,-14.19
-78.422,-67.462,1975.5,-76.71,-10.89
-81.08,-69.304,1975.5,-78.3,-10.1
-83.74,-71.256,1973.5,-81.3,-2.0
-86.301,-73.321,1973.5,-79.41,-8.69
-88.76,-75.388,1973.5,-120.0,31.6
-91.113,-77.124,1973.5,-77.22,-8.78
-93.365,-78.861,1973.5,-75.36,-44.64
-111.045,-84.233,1973.5,-81.58,1.88
-113.67,-83.97,1973.5,-77.49,-10.31
-116.203,-84.263,1973.5,-76.25,-12.65
-118.741,-84.887,1973.5,-78.09,-41.91
-121.181,-85.735,1973.5,-77.51,-11.49
-123.625,-86.805,1971.5,-86.06,-3.74
-125.964,-87.654,1971.5,-88.83,-0.47
-128.302,-88.393,1971.5,-101.62,-18.38
-130.735,-88.798,1971.5,-104.26,10.06
-133.163,-88.87,1971.5,-120.0,18.5
-137.496,-87.916,1971.5,-76.22,-2.38
-139.405,-87.11,1971.5,-75.7,-1.3
-141.104,-85.864,1971.5,-76.8,-5.8
-142.903,-84.506,1971.5,-75.66,-27.44
-144.596,-82.818,1971.5,-78.79,-25.41
-146.185,-81.02,1971.5,-77.86,-6.14
-148.754,-77.212,1971.5,-77.3,-11.6
-149.938,-75.309,1971.5,-78.39,-7.61
-152.498,-70.948,1970.5,-84.55,-0.35
-153.676,-68.713,1972.5,-78.38,-6.22
-154.753,-66.48,1972.5,-77.86,-6.54
-155.928,-64.024,1972.5,-77.35,-16.15
-157.101,-61.457,1972.5,-78.81,-5.19
-158.075,-59.114,1972.5,-83.21,-4.19
-159.147,-56.549,1972.5,-82.96,-4.14
-160.015,-53.876,1972.5,-83.39,-1.21
-160.58,-51.208,1972.5,-81.29,-4.71
-160.94,-48.432,1972.5,-85.87,0.97
-161.053,-42.779,1972.5,-81.45,-1.85
-160.809,-40.124,1972.5,-82.5,0.8
-160.565,-37.468,1975.5,-74.84,0.04
-160.319,-34.702,1975.5,-81.28,4.18
-159.831,-29.391,1975.5,-78.05,1.75
-158.881,-26.857,1975.5,-76.81,7.11
-154.98,-23.152,1975.5,-75.66,5.46
-152.641,-22.302,1975.5,-76.91,-2.59
-150.106,-21.899,1975.5,-76.7,3.4
-147.368,-21.388,1975.5,-78.25,1.05
-144.626,-20.656,1975.5,-79.81,5.21
-141.984,-19.811,1975.5,-77.83,4.93
-139.341,-18.966,1975.5,-77.7,3.2
-136.699,-18.121,1975.5,-77.12,-1.58
-131.612,-16.207,1975.5,-78.1,4.8
-129.167,-15.027,1975.5,-77.29,7.89
-126.817,-13.513,1975.5,-78.02,1.42
-124.762,-11.44,1975.5,-79.69,7.49
-123.007,-9.141,1975.5,-78.45,5.25
-119.904,-4.757,1980.5,-72.1,0.4
-117.645,-2.577,1980.5,-73.74,3.24
-115.288,-0.62,1980.5,-120.0,54.2
-112.832,1.225,1980.5,-75.82,7.72
-110.477,3.072,1980.5,-59.43,-9.57
-108.122,4.918,1980.5,-59.09,-5.01
-105.769,6.654,1980.5,-59.31,-0.79
-103.313,8.499,1980.5,-59.41,-7.29
-100.859,10.233,1980.5,-60.3,-4.5
-98.504,12.08,1980.5,-60.24,-4.96
-96.05,13.814,1980.5,-60.54,-2.76
-93.798,15.551,1980.5,-61.01,-2.49
-91.342,17.396,1980.5,-62.23,1.33
-89.088,19.244,1980.5,-62.71,4.81
-86.834,21.092,1980.5,-61.28,3.58
-84.481,22.828,1982.5,-59.86,0.46
-79.876,26.301,1982.5,-61.05,-2.25
-77.62,28.26,1982.5,-61.61,1.31
-75.368,29.998,1982.5,-62.16,0.56
-73.421,31.629,1982.5,-62.47,-0.53
-71.179,32.702,1982.5,-63.0,1.6
-68.746,33.106,1982.5,-63.05,4.15
-66.536,32.185,1982.5,-120.0,59.9
-64.643,30.382,1982.5,-65.28,3.68
-63.162,28.143,1984.5,-62.14,2.34
-61.682,25.793,1984.5,-61.45,1.15
-60.2,23.553,1984.5,-59.39,-2.01
-58.919,21.428,1984.5,-57.13,-2.77
-57.335,19.298,1983.5,-56.62,-5.18
-53.971,14.591,1983.5,-52.8,-8.1
-52.488,12.462,1983.5,-51.53,-8.57
-51.201,10.669,1983.5,-51.04,-11.86
-50.407,9.77,1983.5,-50.69,-9.71
-52.357,7.917,1983.5,-51.77,-10.23
-55.631,5.531,1983.5,-55.46,-1.74
-58.592,3.694,1983.5,-59.73,0.63
-61.656,1.748,1983.5,-56.93,-4.67
-64.519,-0.202,1983.5,-54.61,-4.29
-67.175,-1.933,1980.5,-58.3,-3.2
-69.727,-3.444,1980.5,-59.35,1.75
-71.458,-4.192,1980.5,-59.65,-2.75
-73.377,-4.051,1980.5,-59.38,2.08
-76.084,-2.568,1980.5,-59.16,-0.64
-77.876,-0.767,1980.5,-58.56,-1.44
-79.263,1.028,1980.5,-58.2,-0.6
-80.546,3.043,1980.5,-57.58,-4.42
-81.928,5.17,1980.5,-57.21,-1.29
-83.612,7.413,1980.5,-58.81,-1.19
-85.295,9.655,1980.5,-58.51,-2.99
-87.08,11.9,1980.5,-59.68,-3.32
-90.76,15.836,1980.5,-61.52,-4.18
-94.976,17.786,1980.5,-61.77,-3.63
-97.613,17.273,1980.5,-61.21,-6.49
-100.163,15.873,1980.5,-61.13,-8.17
-102.823,13.921,1980.5,-60.54,-10.86
-105.387,11.634,1980.5,-60.53,-12.47
-107.746,9.566,1980.5,-59.87,-18.43
-109.694,7.824,1980.5,-60.51,-11.79
-111.643,6.082,1980.5,-59.53,-10.07
-113.39,4.337,1980.5,-59.85,-14.35
-115.337,2.705,1980.5,-60.46,-11.94
-117.486,1.077,1980.5,-74.47,0.87
-119.536,-0.663,1980.5,-75.65,0.35
-121.389,-2.74,1979.5,-74.73,3.33
-122.384,-8.153,1979.5,-77.45,5.35
-121.218,-11.163,1976.5,-80.2,4.7
-119.547,-14.181,1976.5,-82.27,4.37
-117.875,-17.2,1976.5,-79.86,0.86
-116.513,-20.545,1976.5,-80.37,1.37
-115.15,-23.891,1976.5,-79.91,-8.79
-113.989,-27.233,1976.5,-78.51,-41.49
-112.928,-30.463,1976.5,-79.03,-5.57
-111.971,-33.913,1976.5,-120.0,0.2
-111.115,-37.362,1976.5,-70.11,-22.89
-110.057,-40.813,1973.5,-83.6,-32.7
-109.303,-44.26,1973.5,-85.04,-2.66
-108.447,-47.709,1973.5,-82.31,-37.69
-107.692,-51.156,1973.5,-82.34,-12.96
-106.831,-54.272,1973.5,-95.18,-24.82
-106.073,-57.497,1973.5,-81.66,-5.44
-105.413,-60.499,1973.5,-83.87,-24.53
-104.953,-63.387,1973.5,-79.84,-12.66
-104.494,-66.386,1973.5,-75.85,-16.65
-104.038,-69.496,1973.5,-75.38,-17.12
-103.377,-72.498,1973.5,-75.9,-44.1
-102.202,-74.954,1973.5,-74.32,-45.68
-99.905,-76.763,1973.5,-73.75,-29.35
-96.881,-77.365,1973.5,-73.15,-46.85
-93.639,-76.973,1973.5,-79.54,-13.06
-90.583,-75.581,1973.5,-120.0,0.0
-87.721,-73.631,1973.5,-77.16,-3.44
-85.361,-71.453,1973.5,-80.5,-0.5
-83.203,-69.27,1975.5,-76.64,-6.26
-81.047,-67.199,1975.5,-80.63,-8.57
-78.891,-65.128,1975.5,-75.89,-10.61
-76.53,-62.949,1975.5,-75.75,-16.85
-74.172,-60.881,1975.5,-71.2,-23.7
-71.608,-58.594,1975.5,-80.92,-13.68
-68.944,-56.42,1975.5,-82.08,-12.52
-66.689,-54.461,1975.5,-79.86,-19.94
-64.641,-52.832,1975.5,-81.54,-38.46
-62.591,-51.091,1975.5,-82.14,-22.96
-60.341,-49.465,1975.5,-82.38,-24.02
-57.89,-47.952,1975.5,-79.72,-29.98
-50.114,-42.202,1975.5,-83.35,-36.65
-47.551,-40.026,1981.5,-78.43,-41.57
-44.986,-37.629,1981.5,-77.26,-32.94
-42.42,-35.232,1981.5,-79.07,-29.23
-39.959,-33.055,1981.5,-75.39,-30.71
-37.6,-30.986,1981.5,-77.85,-31.55
-35.243,-29.029,1981.5,-75.93,-30.27
-32.787,-27.184,1981.5,-75.61,-34.69
-30.026,-25.233,1981.5,-76.54,-32.96
-27.366,-23.281,1981.5,-83.07,-25.33
-24.708,-21.439,1981.5,-79.25,-30.25
-22.05,-19.597,1981.5,-87.18,-19.92
-19.491,-17.643,1981.5,-82.21,-24.89
-17.033,-15.687,1981.5,-120.0,15.1
-14.574,-13.621,1981.5,-81.03,-27.77
-11.808,-11.338,1981.5,-77.54,-31.26
-9.352,-9.493,1982.5,-74.06,-34.74
-7.206,-8.086,1983.5,-72.54,-33.56
-5.264,-6.787,1983.5,-71.41,-34.69
-3.218,-5.268,1983.5,-70.45,-38.15
-0.966,-3.531,1983.5,-69.97,-30.83
1.49,-1.686,1983.5,-66.46,-35.44
4.049,0.269,1983.5,-67.96,-46.44
6.608,2.223,1983.5,-67.17,-34.43
9.27,4.286,1983.5,-66.69,-36.81
12.032,6.348,1983.5,-69.41,-33.99
14.694,8.411,1983.5,-74.48,-31.42
17.56,10.582,1983.5,-71.91,-32.39
20.221,12.645,1982.5,-77.97,-27.43
22.679,14.601,1982.5,-79.27,-28.03
24.933,16.449,1982.5,-81.64,-24.96
30.04,19.693,1982.5,-79.35,-25.55
32.697,21.424,1984.5,-77.24,-29.46
35.153,23.269,1984.5,-79.62,-24.78
37.412,25.449,1984.5,-74.72,-33.28
39.773,27.739,1984.5,-76.39,-30.21
42.236,30.027,1984.5,-74.89,-35.41
44.799,32.203,1984.5,-75.72,-34.18
47.358,34.157,1984.5,-75.86,-32.14
49.711,35.893,1984.5,-74.58,-37.32
51.858,37.41,1984.5,-71.96,-38.24
54.006,38.927,1984.5,-72.04,-44.46
56.052,40.446,1984.5,-76.33,-43.67
57.994,41.746,1984.5,-77.84,-32.86
59.735,43.159,1984.5,-76.35,-43.65
61.476,44.572,1984.5,-79.85,-40.15
63.425,46.314,1984.5,-91.32,-28.68
65.374,48.056,1984.5,-79.56,-40.44
67.324,49.909,1984.5,-88.08,-31.92
38.531,109.311,1991.5,-120.0,6.8
36.889,107.785,1991.5,-120.0,6.8
35.148,106.372,1991.5,-120.0,0.0
33.407,104.959,1991.5,-120.0,0.0
31.768,103.655,1991.5,-120.0,0.0
30.332,102.348,1991.5,-120.0,2.1
29.0,101.261,1991.5,-120.0,3.0
27.672,100.396,1991.5,-120.0,3.0
26.15,100.087,1991.5,-119.13,2.13
24.437,100.447,1991.5,-120.0,2.4
22.734,101.471,1991.5,-120.0,3.4
21.24,102.935,1991.5,-112.42,-7.58
19.746,104.399,1994.5,-96.6,-17.5
18.453,105.749,1994.5,-104.16,-15.84
16.851,106.771,1994.5,-95.99,-24.01
14.732,107.026,1994.5,-106.61,-13.39
12.497,106.397,1994.5,-102.78,-17.22
10.651,104.764,1994.5,-98.41,-19.59
9.206,102.903,1994.5,-98.67,-21.33
8.26,100.591,1994.5,-99.48,-20.52
7.819,98.271,1994.5,-100.05,-19.95
10.775,93.349,1994.5,-92.36,-27.64
14.958,89.294,1994.5,-116.84,-3.16
16.947,87.158,1994.5,-103.74,-16.26
18.932,84.799,1994.5,-105.41,-14.59
34.18,70.598,1988.5,-104.23,-15.77
36.325,72.004,1988.5,-99.27,-20.73
37.983,74.527,1988.5,-120.0,0.0
38.637,77.508,1988.5,-120.0,6.4
37.875,80.512,1988.5,-120.0,8.1
35.996,83.201,1991.5,-99.39,-16.41
33.709,85.674,1991.5,-97.64,-22.26
31.719,87.7,1991.5,-102.67,-8.13
29.828,89.614,1991.5,-105.55,-5.55
28.141,91.635,1991.5,-110.5,6.4
26.35,93.547,1991.5,-120.0,9.1
24.963,95.341,1991.5,-120.0,3.6
23.776,97.022,1991.5,-120.0,7.1
23.4,98.801,1991.5,-120.0,0.0
24.137,100.673,1991.5,-120.0,0.0
27.932,104.048,1991.5,-111.31,-8.69
30.283,105.673,1991.5,-115.7,-4.3
90.364,-73.004,1980.5,-87.36,-32.64
88.261,-71.752,1980.5,-88.68,-31.32
85.955,-70.497,1980.5,-84.34,-35.66
83.54,-69.683,1980.5,-90.3,-26.3
81.022,-69.089,1980.5,-86.62,-33.38
74.098,-65.656,1979.5,-87.71,-32.29
72.411,-63.635,1979.5,-87.52,-22.68
71.033,-61.286,1979.5,-88.94,-13.56
69.86,-58.719,1979.5,-112.83,5.23
68.992,-56.046,1979.5,-120.0,11.2
68.427,-53.378,1979.5,-89.01,-13.29
68.068,-50.492,1979.5,-88.72,-17.98
67.507,-47.602,1979.5,-86.77,-15.73
66.644,-44.597,1979.5,-120.0,15.6
65.576,-41.81,1982.5,-84.67,-19.43
64.099,-39.238,1982.5,-83.06,-21.74
62.518,-36.886,1982.5,-81.03,-23.27
60.735,-34.531,1982.5,-79.23,-26.67
58.851,-32.175,1982.5,-82.57,-26.33
56.969,-29.707,1982.5,-82.59,-25.31
55.186,-27.352,1982.5,-72.63,-40.37
53.401,-25.108,1982.5,-72.5,-37.5
51.511,-23.084,1982.5,-72.22,-35.38
49.613,-21.613,1982.5,-71.53,-36.17
47.401,-20.803,1982.5,-69.99,-38.41
43.373,-19.742,1981.5,-69.95,-37.45
41.466,-18.826,1981.5,-70.49,-36.31
39.662,-17.8,1981.5,-73.04,-33.76
37.864,-16.442,1981.5,-71.89,-30.11
36.27,-14.866,1981.5,-72.03,-31.27
34.885,-12.96,1981.5,-120.0,12.7
33.804,-10.949,1982.5,-69.98,-36.82
33.531,-9.061,1982.5,-70.0,-36.7
34.277,-6.635,1982.5,-70.26,-34.04
35.823,-4.775,1982.5,-68.48,-38.72
37.365,-3.138,1982.5,-69.58,-37.62
38.817,-0.834,1982.5,-69.56,-30.94
39.468,1.926,1982.5,-78.91,-18.49
39.714,4.693,1982.5,-70.3,-30.5
39.447,7.024,1982.5,-75.57,-27.73
38.772,9.14,1982.5,-93.11,-5.39
37.694,11.262,1982.5,-87.58,-13.52
36.106,13.171,1982.5,-88.84,-12.26
34.108,14.753,1982.5,-79.46,-23.54
32.205,15.891,1982.5,-79.47,-23.33
29.89,16.593,1982.5,-80.63,-38.87
27.363,16.633,1982.5,-79.23,-23.27
24.922,15.785,1982.5,-82.47,-21.63
22.874,14.155,1982.5,-79.73,-24.77
20.92,12.08,1982.5,-81.62,-38.38
18.761,9.787,1983.5,-70.42,-33.68
16.505,7.829,1983.5,-74.33,-26.47
14.455,6.088,1983.5,-68.37,-33.83
12.409,4.569,1983.5,-66.25,-31.55
10.565,3.047,1983.5,-66.71,-30.09
8.818,1.301,1983.5,-66.55,-30.25
7.375,-0.449,1983.5,-67.57,-39.93
6.332,-2.427,1983.5,-68.7,-36.3
5.991,-4.859,1983.5,-71.15,-35.75
6.459,-7.193,1983.5,-70.61,-33.99
7.742,-9.208,1983.5,-70.83,-34.67
9.328,-11.228,1979.5,-75.02,-29.38
11.324,-12.921,1979.5,-74.28,-30.32
13.325,-14.282,1979.5,-73.79,-30.01
15.333,-15.2,1979.5,-74.13,-32.07
19.57,-15.821,1981.5,-75.22,-30.08
22.0,-15.638,1981.5,-76.44,-32.16
24.433,-15.233,1981.5,-75.21,-33.39
26.567,-14.602,1981.5,-79.27,-30.53
28.904,-13.863,1981.5,-75.19,-30.91
31.441,-13.349,1981.5,-75.04,-31.06
33.966,-13.5,1981.5,-120.0,16.4
37.759,-16.662,1981.5,-72.33,-31.67
38.531,-19.001,1981.5,-72.38,-32.32
38.798,-21.332,1981.5,-72.77,-32.13
38.961,-23.772,1981.5,-73.0,-31.8
39.125,-26.213,1981.5,-76.36,-27.64
39.184,-28.873,1981.5,-75.54,-33.96
39.345,-31.535,1981.5,-77.54,-33.06
39.604,-34.309,1981.5,-73.85,-35.75
40.27,-36.979,1981.5,-73.67,-37.13
41.342,-39.544,1981.5,-78.49,-32.31
42.825,-41.673,1981.5,-76.55,-34.95
44.513,-43.694,1976.5,-81.11,-27.49
46.202,-45.604,1976.5,-79.96,-31.64
47.992,-47.516,1979.5,-83.35,-28.75
49.477,-49.534,1979.5,-89.12,-18.78
51.064,-51.443,1979.5,-85.07,-24.63
52.757,-53.131,1979.5,-83.67,-25.43
54.955,-54.828,1979.5,-81.99,-21.21
57.561,-56.31,1979.5,-85.11,-17.19
60.275,-57.35,1979.5,-80.2,-22.3
62.992,-58.168,1979.5,-83.54,-18.96
65.603,-59.317,1979.5,-87.81,-20.29
67.7,-61.012,1979.5,-84.9,-23.2
69.082,-63.139,1979.5,-89.02,-19.18
70.156,-65.594,1979.5,-88.38,-19.42
71.329,-68.161,1979.5,-88.02,-18.98
72.496,-71.06,1979.5,-93.43,-12.57
74.224,-76.96,1979.5,-120.0,0.0
74.787,-79.739,1979.5,-120.0,0.0
75.146,-82.626,1979.5,-95.93,-13.77
75.402,-85.621,1979.5,-120.0,0.3
75.152,-88.609,1979.5,-120.0,0.0
71.385,-96.639,1979.5,-120.0,0.0
69.128,-98.708,1979.5,-120.0,0.0
66.571,-100.552,1979.5,-120.0,0.0
63.812,-102.392,1979.5,-120.0,0.0
-98.077,-121.114,1974.5,-71.77,-17.93
-98.331,-118.007,1974.5,-72.38,-47.62
-98.381,-114.793,1974.5,-69.71,-15.99
-98.535,-111.688,1974.5,-71.58,-18.12
-98.59,-108.807,1974.5,-70.16,-29.44
-98.751,-106.145,1974.5,-71.23,-16.37
-99.113,-103.48,1974.5,-71.97,-15.03
-99.678,-100.812,1973.5,-71.9,-12.8
-100.143,-98.256,1973.5,-72.7,-9.8
-100.809,-95.586,1973.5,-72.05,-10.95
-101.471,-92.695,1973.5,-71.31,-12.69
-102.44,-90.02,1973.5,-70.08,-15.52
-103.214,-87.792,1973.5,-69.84,-19.76
-103.688,-85.79,1973.5,-76.34,-13.26
-103.86,-83.903,1973.5,-76.78,-25.02
-103.831,-82.02,1973.5,-76.09,-12.51
-103.899,-79.914,1973.5,-76.58,-9.32
-104.062,-77.473,1973.5,-76.5,-8.2
-104.423,-74.698,1973.5,-75.57,-9.93
-104.683,-71.923,1973.5,-77.28,-11.92
-104.941,-69.038,1973.5,-77.99,-12.71
-105.2,-66.264,1973.5,-77.9,-30.1
-105.458,-63.379,1973.5,-78.12,-12.58
-105.918,-60.491,1973.5,-81.73,-36.97
-106.376,-57.492,1973.5,-81.66,-21.64
-106.734,-54.495,1973.5,-95.18,7.78
-107.192,-51.496,1973.5,-83.17,-36.83
-107.65,-48.497,1973.5,-82.74,-37.26
-108.316,-45.827,1973.5,-79.82,-6.38
-108.987,-43.49,1973.5,-82.16,-37.84
-113.064,-32.677,1976.5,-79.57,-40.43
-113.532,-30.343,1976.5,-77.74,-29.16
-113.794,-27.68,1976.5,-79.72,-2.18
-114.921,-22.232,1976.5,-80.0,2.9
-115.889,-19.447,1976.5,-80.24,0.14
-116.863,-17.105,1976.5,-80.7,0.6
-117.739,-14.986,1976.5,-79.58,-0.02
-118.616,-12.866,1976.5,-77.43,-1.27
-119.287,-10.529,1976.5,-69.73,0.23
-119.958,-8.192,1980.5,-67.89,-3.11
